Manufacturer,Model,Variant,TOTAL,2005,2004,2003,2002,2001,2000,1999,1998,TOTAL,1997,1996,1995,1994,1993,1992,1991,Pre-1991,Umbral,
Peo_Carr_Fiat Auto,Doblo,All,15,3,4,4,1,3,0,0,0,15,0,0,0,0,0,0,0,0,No,
Peo_Carr_Fiat Auto,Multipla,All,35,1,6,7,6,14,1,0,0,35,0,0,0,0,0,0,0,0,No,
Peo_Carr_Fiat Auto,Ulysse,All,50,0,3,4,0,1,10,12,10,50,7,3,0,0,0,0,0,0,No,
Peo_Carr_Ford Corporation,Explorer,All,35,0,0,0,0,1,4,6,12,35,12,0,0,0,0,0,0,0,No,
Peo_Carr_Ford Corporation,Galaxy,All,499,9,32,45,35,56,38,55,54,499,51,96,28,0,0,0,0,0,Si,
Peo_Carr_Ford Corporation,Maverick,All,122,0,1,4,4,3,0,1,6,122,16,7,25,38,17,0,0,0,Si,
Peo_Carr_Honda,CR-V,All,111,7,19,23,19,4,7,12,14,111,6,0,0,0,0,0,0,0,Si,
Peo_Carr_Honda,FR-V,All,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,No,
Peo_Carr_Honda,HR-V,All,33,0,3,0,3,1,14,12,0,33,0,0,0,0,0,0,0,0,No,
Peo_Carr_Honda,Shuttle,All,13,0,0,0,0,1,1,7,3,13,1,0,0,0,0,0,0,0,No,
Peo_Carr_Honda,Stream,All,7,0,0,1,6,0,0,0,0,7,0,0,0,0,0,0,0,0,No,
Peo_Carr_Hyundai,Matrix,All,10,1,7,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,No,
Peo_Carr_Hyundai,Santa Fe,All,26,0,9,7,4,6,0,0,0,26,0,0,0,0,0,0,0,0,No,
Peo_Carr_Hyundai,Terracan,All,5,0,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,No,
Peo_Carr_Hyundai,Trajet,All,10,0,3,3,1,3,0,0,0,10,0,0,0,0,0,0,0,0,No,
Peo_Carr_Hyundai,Tucson,All,10,4,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,No,
Peo_Carr_Isuzu,Trooper,All,426,0,4,4,13,17,25,56,17,426,16,16,14,16,64,38,48,78,Si,
Peo_Carr_Jeep,Cherokee& Grand Cherokee,All,459,10,16,25,25,25,29,39,42,459,54,48,65,38,42,0,0,1,Si,
Peo_Carr_Jeep,Wrangler,All,17,0,1,0,3,0,0,4,3,17,0,0,1,4,0,1,0,0,No,
Peo_Carr_Kia,Carens,All,13,3,4,4,1,1,0,0,0,13,0,0,0,0,0,0,0,0,No,
Peo_Carr_Kia,Sedona,All,86,7,10,17,12,9,25,6,0,86,0,0,0,0,0,0,0,0,Si,
Peo_Carr_Kia,Sorento,All,23,3,14,6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,No,
Peo_Carr_Kia,Sportage,All,44,3,0,3,3,4,3,6,3,44,6,7,6,0,0,0,0,0,No,
Peo_Carr_Lada,Niva,All,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,No,
Peo_Carr_Landrover,Defender (Estate Model),All,56,17,17,19,3,0,0,0,0,56,0,0,0,0,0,0,0,0,No,
Peo_Carr_Landrover,Discovery,All,1178,36,81,64,55,55,49,55,38,1178,75,75,143,127,109,74,75,67,Si,
Peo_Carr_Landrover,Freelander,All,739,14,64,59,75,127,145,129,125,739,1,0,0,0,0,0,0,0,Si,
Peo_Carr_Landrover,Rangerover,All,866,48,77,58,61,25,20,30,48,866,68,70,56,32,19,22,22,210,Si,
Peo_Carr_Lexus,RX300,All,73,9,23,22,6,9,4,0,0,73,0,0,0,0,0,0,0,0,Si,
Peo_Carr_Mazda,MPV,All,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,
Peo_Carr_Mazda,Tribute,All,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,No,
Peo_Carr_Mercedes,G-Wagen,All,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,No,
Peo_Carr_Mercedes,M Class,All,300,14,46,49,55,42,51,36,7,300,0,0,0,0,0,0,0,0,Si,
Peo_Carr_Mercedes,V Class,All,56,1,3,0,6,3,6,7,17,56,13,0,0,0,0,0,0,0,No,
Peo_Carr_Mercedes,Vaneo,All,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,No,
Peo_Carr_Mitsubishi/Colt,Challenger,All,12,0,0,0,0,0,3,9,0,12,0,0,0,0,0,0,0,0,No,
Peo_Carr_Mitsubishi/Colt,Outlander,All,5,1,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,No,
Peo_Carr_Mitsubishi/Colt,Shogun Pinin,All,14,0,3,1,1,6,3,0,0,14,0,0,0,0,0,0,0,0,No,
Peo_Carr_Mitsubishi/Colt,Shogun Sport,All,50,14,12,10,4,6,4,0,0,50,0,0,0,0,0,0,0,0,No,
Peo_Carr_Mitsubishi/Colt,Shogun,Other,725,13,45,26,19,29,16,19,36,725,41,61,88,68,51,51,62,100,Si,
Peo_Carr_Mitsubishi/Colt,Space Runner& Space Wagon,All,117,0,6,4,4,4,0,4,0,117,3,6,9,13,22,22,10,10,Si,
Peo_Carr_Nissan/Datsun,Almera,Tino,72,7,16,10,19,16,4,0,0,72,0,0,0,0,0,0,0,0,Si,
Peo_Carr_Nissan/Datsun,Patrol,All,44,4,3,0,0,0,0,3,3,44,1,1,4,9,3,1,0,12,No,
Peo_Carr_Nissan/Datsun,Prairie,All,73,0,0,0,0,0,0,0,0,73,1,0,0,0,0,3,20,49,Si,
Peo_Carr_Nissan/Datsun,Serena,All,125,0,0,0,1,1,1,12,14,125,13,13,12,29,29,0,0,0,Si,
Peo_Carr_Nissan/Datsun,Terrano,All,139,3,1,7,3,9,12,9,10,139,4,19,10,45,7,0,0,0,Si,
Peo_Carr_Nissan/Datsun,X-Trail,All,62,9,17,16,19,1,0,0,0,62,0,0,0,0,0,0,0,0,Si,
Peo_Carr_Perodua,Kenari,All,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,No,
Peo_Carr_Peugeot,806,All,37,0,0,0,6,9,3,6,7,37,3,3,0,0,0,0,0,0,No,
Peo_Carr_Peugeot,807,All,17,3,1,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,No,
Peo_Carr_Peugeot,Partner Combi,All,16,3,3,1,9,0,0,0,0,16,0,0,0,0,0,0,0,0,No,
Peo_Carr_Porsche,Cayenne,All,57,12,29,16,0,0,0,0,0,57,0,0,0,0,0,0,0,0,No,
Peo_Carr_Renault,Espace& Grand Espace,All,338,14,7,12,13,12,17,10,22,338,9,13,26,52,38,22,16,55,Si,
Peo_Carr_Renault,Kangoo,All,12,1,6,1,0,0,4,0,0,12,0,0,0,0,0,0,0,0,No,
Peo_Carr_Renault,Megane,Scenic,440,3,0,54,61,74,72,70,74,440,32,0,0,0,0,0,0,0,Si,
Peo_Carr_Renault,Scenic& Grand Scenic,All,83,30,49,4,0,0,0,0,0,83,0,0,0,0,0,0,0,0,Si,
Peo_Carr_Seat,Alhambra,All,71,1,13,4,4,9,12,12,7,71,9,0,0,0,0,0,0,0,Si,
Peo_Carr_Seat,Altea,All,10,4,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,No,
Peo_Carr_Ssangyong,Rexton,All,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,No,
Peo_Carr_Subaru,Forester,All,31,4,1,4,10,3,3,4,1,31,1,0,0,0,0,0,0,0,No,
Peo_Carr_Suzuki,Jimny,All,31,0,3,4,6,4,10,4,0,31,0,0,0,0,0,0,0,0,No,
Peo_Carr_Suzuki,Samurai& Santana& SJ 410& SJ 410Q& SJ 413,All,122,0,0,0,0,0,3,0,0,122,0,0,0,6,0,6,10,97,Si,
Peo_Carr_Suzuki,Vitara& Grand Vitara,All,446,4,9,12,17,23,17,22,22,446,23,30,46,49,67,38,28,39,Si,
Peo_Carr_Toyota,4-Runner,All,17,0,0,0,1,0,0,1,0,17,0,0,7,7,1,0,0,0,No,
Peo_Carr_Toyota,Avensis Verso,All,5,0,0,1,3,1,0,0,0,5,0,0,0,0,0,0,0,0,No,
Peo_Carr_Toyota,Landcruiser,Amazon,71,1,6,9,14,6,12,12,10,71,1,0,0,0,0,0,0,0,Si,
Peo_Carr_Toyota,Landcruiser,Colorado,29,0,0,0,1,4,1,7,6,29,9,1,0,0,0,0,0,0,No,
Peo_Carr_Toyota,Landcruiser,Other,169,9,26,25,4,7,4,6,10,169,6,6,6,10,9,7,9,25,Si,
Peo_Carr_Toyota,Picnic& Previa,All,145,3,7,6,6,13,7,13,13,145,16,7,14,7,9,7,10,7,Si,
Peo_Carr_Toyota,RAV 4,All,163,12,32,17,25,16,4,10,12,163,14,12,6,3,0,0,0,0,Si,
Peo_Carr_Toyota,Spacecruiser,All,78,0,0,0,0,0,0,0,3,78,3,0,0,0,0,0,0,72,Si,
Peo_Carr_Vauxhall,Frontera& Monterey,All,560,0,3,7,3,9,28,36,48,560,43,64,87,103,75,42,12,0,Si,
Peo_Carr_Vauxhall,Meriva,All,66,17,42,7,0,0,0,0,0,66,0,0,0,0,0,0,0,0,Si,
Peo_Carr_Vauxhall,Sintra,All,28,0,0,0,0,0,0,4,10,28,14,0,0,0,0,0,0,0,No,
Peo_Carr_Vauxhall,Zafira,All,570,58,125,125,78,84,74,26,0,570,0,0,0,0,0,0,0,0,Si,
Peo_Carr_Volkswagen,Sharan,All,188,16,12,12,16,16,12,25,26,188,17,33,3,0,0,0,0,0,Si,
Peo_Carr_Volkswagen,Touran,All,47,14,30,3,0,0,0,0,0,47,0,0,0,0,0,0,0,0,No,
Peo_Carr_Volkswagen,Touareg,All,38,13,16,9,0,0,0,0,0,38,0,0,0,0,0,0,0,0,No,
Peo_Carr_Volvo,XC90,All,82,19,41,22,0,0,0,0,0,82,0,0,0,0,0,0,0,0,Si,
